LR,LDA,KNN,DT,NB,SVM
0.420270734556448844,0.003401360544217687,0.0,0.0,0.0,0.01346801346801347
0.9551122194513716,0.945968412302577,0.9742310889443059,0.8295926849542811,0.8370739817123858,0.976724854530341
0.016869374012231157,0.0033670033670033673,0.0,0.010101010101010102,0.0,0.020236377379234522
0.9212598425196851,0.9448818897637795,0.916010498687664,0.9133858267716534,0.9553805774278215,0.9081364829396326
0.9699940582293524,0.9702911467617351,0.960190136660725,0.9396910279263221,0.9800950683303625,0.9497920380273323
